"Date","nb_crimes","nb_aggravated","nb_vandalism","nb_robbery","nb_selected","TEMP","Wind","PRCP","DEWP","Day_Wk","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","year","Weekend","Friday","WDSP_lag","PRCP_lag","TEMP_lag","Season","Winter","Spring","Summer","Fall","heat.index","DayMonth","DayMonth_3","DayMonth1","DayMonth2","DayMonth3","DayMonth1_15_30","LastDayMonth","FirstDayMonth","MidDayMonth","Events","Holidays","Rain","WindxRain","WindxHeatIndex"
2010-01-01,2158,43,75,36,333,14.611111111,3.6,0,2.8888888889,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,NA,NA,NA,"Winter",1,0,0,0,13,1,1,1,0,0,1,0,1,0,0,1,0,0,46.8
2010-01-02,533,23,56,31,196,17.666666667,4.9,0,3.1666666667,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,3.6,0,14.611111111,"Winter",1,0,0,0,16,2,1,1,0,0,0,0,0,0,0,0,0,0,78.4
2010-01-03,539,30,59,23,219,18.666666667,4.7,0,-3.111111111,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,4.9,0,17.666666667,"Winter",1,0,0,0,17,3,1,1,0,0,0,0,0,0,0,0,0,0,79.9
2010-01-04,558,15,54,34,159,17.666666667,5.4,0,-4.277777778,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.7,0,18.666666667,"Winter",1,0,0,0,16,4,1,1,0,0,0,0,0,0,0,0,0,0,86.4
2010-01-05,547,17,52,24,160,16.333333333,3.8,0,-1.555555556,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.4,0,17.666666667,"Winter",1,0,0,0,15,5,1,1,0,0,0,0,0,0,0,0,0,0,57
2010-01-06,532,21,49,29,174,15.666666667,3.6,0,3.8333333333,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,3.8,0,16.333333333,"Winter",1,0,0,0,14,6,1,1,0,0,0,0,0,0,0,0,0,0,50.4
2010-01-07,550,20,54,25,159,13.944444444,3.1,0,7.7777777778,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,3.6,0,15.666666667,"Winter",1,0,0,0,13,7,1,1,0,0,0,0,0,0,0,0,0,0,40.3
2010-01-08,605,21,56,37,184,14.388888889,3.4,0,8.2222222222,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,3.1,0,13.944444444,"Winter",1,0,0,0,14,8,1,1,0,0,0,0,0,0,0,0,0,0,47.6
2010-01-09,628,35,79,33,237,17.888888889,5.8,0,3.3333333333,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,3.4,0,14.388888889,"Winter",1,0,0,0,17,9,1,1,0,0,0,0,0,0,0,0,0,0,98.6
2010-01-10,618,27,46,35,192,17.166666667,4.4,0,5.1666666667,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,5.8,0,17.888888889,"Winter",1,0,0,0,16,10,1,1,0,0,0,0,0,0,0,0,0,0,70.4
2010-01-11,570,31,55,28,189,16.444444444,2.9,0,6.5555555556,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.4,0,17.166666667,"Winter",1,0,0,0,16,11,2,0,1,0,0,0,0,0,0,0,0,0,46.4
2010-01-12,586,26,51,36,194,14.833333333,4,0,10.833333333,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,2.9,0,16.444444444,"Winter",1,0,0,0,14,12,2,0,1,0,0,0,0,0,0,0,0,0,56
2010-01-13,573,16,45,30,148,14,6.5,0,10.944444444,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4,0,14.833333333,"Winter",1,0,0,0,14,13,2,0,1,0,0,0,0,0,0,0,0,0,91
2010-01-14,607,23,61,41,188,16.555555556,7.4,0.13,3.4444444444,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.5,0,14,"Winter",1,0,0,0,15,14,2,0,1,0,0,0,0,0,0,0,1,7.4,111
2010-01-15,692,12,61,43,168,16.111111111,2.9,0,0,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,7.4,0.13,16.555555556,"Winter",1,0,0,0,15,15,2,0,1,0,2,0,0,1,0,0,0,0,43.5
2010-01-16,577,34,45,29,191,16.111111111,3.5,0,2.2777777778,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,2.9,0,16.111111111,"Winter",1,0,0,0,15,16,2,0,1,0,0,0,0,0,0,0,0,0,52.5
2010-01-17,554,34,50,25,198,14.222222222,3.9,0,9.6666666667,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,3.5,0,16.111111111,"Winter",1,0,0,0,14,17,2,0,1,0,0,0,0,0,0,0,0,0,54.6
2010-01-18,447,23,41,24,134,13.777777778,8.7,0.26,11.5,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,3.9,0,14.222222222,"Winter",1,0,0,0,13,18,2,0,1,0,0,0,0,0,0,1,1,8.7,113.1
2010-01-19,520,11,47,25,163,12.777777778,7.7,0.75,9.5,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,8.7,0.26,13.777777778,"Winter",1,0,0,0,12,19,2,0,1,0,0,0,0,0,0,0,1,7.7,92.4
2010-01-20,545,10,42,25,141,12.555555556,10.1,0.71,8.7777777778,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,7.7,0.75,12.777777778,"Winter",1,0,0,0,12,20,2,0,1,0,0,0,0,0,0,0,1,10.1,121.2
2010-01-21,574,17,50,34,163,11.166666667,8.4,1.09,8.3888888889,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,10.1,0.71,12.555555556,"Winter",1,0,0,0,11,21,3,0,0,1,0,0,0,0,0,0,1,8.4,92.4
2010-01-22,585,21,54,34,148,11.333333333,11.5,0.74,6.9444444444,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,8.4,1.09,11.166666667,"Winter",1,0,0,0,10,22,3,0,0,1,0,0,0,0,0,0,1,11.5,115
2010-01-23,574,43,51,35,202,9.3333333333,4,0.46,5.0555555556,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,11.5,0.74,11.333333333,"Winter",1,0,0,0,8,23,3,0,0,1,0,0,0,0,0,0,1,4,32
2010-01-24,558,37,54,43,212,11,5.9,0,4.8888888889,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,4,0.46,9.3333333333,"Winter",1,0,0,0,10,24,3,0,0,1,0,0,0,0,0,0,0,0,59
2010-01-25,575,23,50,37,185,12.166666667,3.6,0,5.6111111111,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.9,0,11,"Winter",1,0,0,0,11,25,3,0,0,1,0,0,0,0,0,0,0,0,39.6
2010-01-26,544,24,35,30,155,12.111111111,5.4,0,7.5555555556,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,3.6,0,12.166666667,"Winter",1,0,0,0,11,26,3,0,0,1,0,0,0,0,0,0,0,0,59.4
2010-01-27,601,22,55,44,182,13.666666667,4.5,0.16,7.8333333333,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.4,0,12.111111111,"Winter",1,0,0,0,13,27,3,0,0,1,0,0,0,0,0,0,1,4.5,58.5
2010-01-28,588,21,63,25,190,14.111111111,4.9,0,6.7222222222,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.5,0.16,13.666666667,"Winter",1,0,0,0,13,28,3,0,0,1,0,0,0,0,0,0,0,0,63.7
2010-01-29,621,25,68,29,193,13.944444444,4.2,0,7.7222222222,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,4.9,0,14.111111111,"Winter",1,0,0,0,13,29,3,0,0,1,0,0,0,0,0,0,0,0,54.6
2010-01-30,566,24,53,44,202,12.888888889,3.4,0,9.4444444444,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,4.2,0,13.944444444,"Winter",1,0,0,0,12,30,3,0,0,1,0,0,0,0,0,0,0,0,40.8
2010-01-31,584,40,58,41,236,12.111111111,5.4,0,8.2222222222,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,3.4,0,12.888888889,"Winter",1,0,0,0,11,31,3,0,0,1,0,0,0,0,0,0,0,0,59.4
2010-02-01,841,33,69,35,198,13.111111111,4.5,0,8.5,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.4,0,12.111111111,"Winter",1,0,0,0,12,1,1,1,0,0,1,0,1,0,0,0,0,0,54
2010-02-02,578,28,47,29,179,13.666666667,4.2,0,10,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.5,0,13.111111111,"Winter",1,0,0,0,13,2,1,1,0,0,0,0,0,0,0,0,0,0,54.6
2010-02-03,563,30,57,40,181,13.5,5.8,0,9,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.2,0,13.666666667,"Winter",1,0,0,0,13,3,1,1,0,0,0,0,0,0,0,0,0,0,75.4
2010-02-04,567,20,58,29,175,14.055555556,6.8,0,10,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.8,0,13.5,"Winter",1,0,0,0,14,4,1,1,0,0,0,0,0,0,0,0,0,0,95.2
2010-02-05,625,19,65,36,187,13.055555556,6.8,0,9.8333333333,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,6.8,0,14.055555556,"Winter",1,0,0,0,13,5,1,1,0,0,0,0,0,0,0,0,0,0,88.4
2010-02-06,521,28,50,28,187,13.277777778,9.4,1.85,11.611111111,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,6.8,0,13.055555556,"Winter",1,0,0,0,13,6,1,1,0,0,0,0,0,0,0,0,1,9.4,122.2
2010-02-07,563,42,65,26,246,11.944444444,6.2,0.46,6.0555555556,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,9.4,1.85,13.277777778,"Winter",1,0,0,0,11,7,1,1,0,0,0,0,0,0,0,0,1,6.2,68.2
2010-02-08,574,14,59,29,179,12.722222222,6.1,0,5.5,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.2,0.46,11.944444444,"Winter",1,0,0,0,12,8,1,1,0,0,0,0,0,0,0,0,0,0,73.2
2010-02-09,472,17,50,32,128,12.277777778,6.7,0,7.8888888889,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.1,0,12.722222222,"Winter",1,0,0,0,12,9,1,1,0,0,0,0,0,0,0,0,0,0,80.4
2010-02-10,594,19,57,33,193,9.3333333333,4.5,0.2,3.7777777778,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.7,0,12.277777778,"Winter",1,0,0,0,8,10,1,1,0,0,0,0,0,0,0,0,1,4.5,36
2010-02-11,522,10,47,38,148,12.444444444,5.2,0,7.1111111111,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.5,0.2,9.3333333333,"Winter",1,0,0,0,12,11,2,0,1,0,0,0,0,0,0,0,0,0,62.4
2010-02-12,608,15,59,32,176,13.444444444,4,0,9.3333333333,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,5.2,0,12.444444444,"Winter",1,0,0,0,13,12,2,0,1,0,0,0,0,0,0,0,0,0,52
2010-02-13,567,27,63,31,216,14.111111111,4,0,8.4444444444,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,4,0,13.444444444,"Winter",1,0,0,0,13,13,2,0,1,0,0,0,0,0,0,0,0,0,52
2010-02-14,528,31,68,37,227,16.111111111,3.9,0,6.6666666667,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,4,0,14.111111111,"Winter",1,0,0,0,15,14,2,0,1,0,0,0,0,0,0,0,0,0,58.5
2010-02-15,528,16,50,35,168,17.777777778,4,0,5.1666666667,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,3.9,0,16.111111111,"Winter",1,0,0,0,17,15,2,0,1,0,2,0,0,1,0,1,0,0,68
2010-02-16,567,24,39,27,163,17.444444444,4.6,0,5.6666666667,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4,0,17.777777778,"Winter",1,0,0,0,16,16,2,0,1,0,0,0,0,0,0,0,0,0,73.6
2010-02-17,533,32,57,27,200,17.555555556,4.3,0,6.1666666667,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.6,0,17.444444444,"Winter",1,0,0,0,17,17,2,0,1,0,0,0,0,0,0,0,0,0,73.1
2010-02-18,566,21,45,28,189,15.055555556,4.3,0,11.222222222,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.3,0,17.555555556,"Winter",1,0,0,0,15,18,2,0,1,0,0,0,0,0,0,0,0,0,64.5
2010-02-19,607,16,63,39,187,13.722222222,5.3,0,8.5,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,4.3,0,15.055555556,"Winter",1,0,0,0,13,19,2,0,1,0,0,0,0,0,0,0,0,0,68.9
2010-02-20,583,24,64,27,223,13.055555556,7.3,0.16,7.7777777778,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,5.3,0,13.722222222,"Winter",1,0,0,0,12,20,2,0,1,0,0,0,0,0,0,0,1,7.3,87.6
2010-02-21,535,25,58,33,213,14.222222222,9.4,0.06,9.2222222222,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,7.3,0.16,13.055555556,"Winter",1,0,0,0,14,21,3,0,0,1,0,0,0,0,0,0,1,9.4,131.6
2010-02-22,563,21,41,31,159,15.111111111,14.5,0.02,6.1111111111,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,9.4,0.06,14.222222222,"Winter",1,0,0,0,14,22,3,0,0,1,0,0,0,0,0,0,1,14.5,203
2010-02-23,529,25,44,40,171,14.555555556,5.1,0,-4.333333333,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,14.5,0.02,15.111111111,"Winter",1,0,0,0,13,23,3,0,0,1,0,0,0,0,0,0,0,0,66.3
2010-02-24,554,23,40,31,155,14.333333333,5.5,0,4.7222222222,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.1,0,14.555555556,"Winter",1,0,0,0,13,24,3,0,0,1,0,0,0,0,0,0,0,0,71.5
2010-02-25,566,19,62,33,186,14.055555556,5.3,0,10.055555556,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.5,0,14.333333333,"Winter",1,0,0,0,14,25,3,0,0,1,0,0,0,0,0,0,0,0,74.2
2010-02-26,645,31,60,33,202,15.666666667,4.8,0,9.9444444444,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,5.3,0,14.055555556,"Winter",1,0,0,0,15,26,3,0,0,1,0,0,0,0,0,0,0,0,72
2010-02-27,536,25,69,17,208,14.777777778,8.6,0.08,11.277777778,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,4.8,0,15.666666667,"Winter",1,0,0,0,14,27,3,0,0,1,0,0,0,0,0,0,1,8.6,120.4
2010-02-28,556,28,70,22,222,12.5,5.7,0.54,7.0555555556,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,8.6,0.08,14.777777778,"Winter",1,0,0,0,12,28,3,0,0,1,0,0,0,0,0,0,1,5.7,68.4
2010-03-01,826,23,68,17,193,14.111111111,4.6,0,9.2222222222,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.7,0.54,12.5,"Spring",0,1,0,0,13,1,1,1,0,0,1,0,1,0,0,0,0,0,59.8
2010-03-02,520,15,53,32,152,14.5,6.2,0,9.6111111111,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.6,0,14.111111111,"Spring",0,1,0,0,14,2,1,1,0,0,0,0,0,0,0,0,0,0,86.8
2010-03-03,544,19,36,29,163,14.666666667,7,0,8.6666666667,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.2,0,14.5,"Spring",0,1,0,0,14,3,1,1,0,0,0,0,0,0,0,0,0,0,98
2010-03-04,511,9,50,26,173,13.333333333,10.5,0.03,6.1666666667,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,7,0,14.666666667,"Spring",0,1,0,0,12,4,1,1,0,0,0,0,0,0,0,0,1,10.5,126
2010-03-05,611,15,58,32,177,12.722222222,6.1,0.01,4.8888888889,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,10.5,0.03,13.333333333,"Spring",0,1,0,0,12,5,1,1,0,0,0,0,0,0,0,0,1,6.1,73.2
2010-03-06,569,18,62,24,196,13.388888889,4.8,0,7.3888888889,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,6.1,0.01,12.722222222,"Spring",0,1,0,0,13,6,1,1,0,0,0,0,0,0,0,0,0,0,62.4
2010-03-07,569,31,48,26,208,12.444444444,9.6,0.18,7.2222222222,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,4.8,0,13.388888889,"Spring",0,1,0,0,12,7,1,1,0,0,0,0,0,0,0,0,1,9.6,115.2
2010-03-08,598,20,84,18,204,14.055555556,8.2,0,9.1666666667,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,9.6,0.18,12.444444444,"Spring",0,1,0,0,13,8,1,1,0,0,0,0,0,0,0,0,0,0,106.6
2010-03-09,528,12,61,21,159,12.555555556,12.2,0,2.7222222222,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,8.2,0,14.055555556,"Spring",0,1,0,0,11,9,1,1,0,0,0,0,0,0,0,0,0,0,134.2
2010-03-10,643,20,69,32,192,12.666666667,10.6,0,-0.722222222,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,12.2,0,12.555555556,"Spring",0,1,0,0,11,10,1,1,0,0,0,0,0,0,0,0,0,0,116.6
2010-03-11,571,21,57,27,191,13.166666667,7.7,0,-0.555555556,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,10.6,0,12.666666667,"Spring",0,1,0,0,12,11,2,0,1,0,0,0,0,0,0,0,0,0,92.4
2010-03-12,629,17,65,28,195,13.555555556,6.4,0,3.6666666667,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,7.7,0,13.166666667,"Spring",0,1,0,0,12,12,2,0,1,0,0,0,0,0,0,0,0,0,76.8
2010-03-13,558,30,70,30,220,13.277777778,6,0,8.2777777778,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,6.4,0,13.555555556,"Spring",0,1,0,0,13,13,2,0,1,0,0,0,0,0,0,0,0,0,78
2010-03-14,538,29,72,28,225,13.333333333,4.7,0,5.7777777778,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,6,0,13.277777778,"Spring",0,1,0,0,12,14,2,0,1,0,0,0,0,0,0,0,0,0,56.4
2010-03-15,610,23,55,26,180,16.111111111,5,0,2.1666666667,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.7,0,13.333333333,"Spring",0,1,0,0,15,15,2,0,1,0,2,0,0,1,0,0,0,0,75
2010-03-16,550,26,55,32,201,20.722222222,5.6,0,0.2222222222,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,5,0,16.111111111,"Spring",0,1,0,0,20,16,2,0,1,0,0,0,0,0,0,0,0,0,112
2010-03-17,578,16,47,35,192,21.277777778,7,0,2.5,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.6,0,20.722222222,"Spring",0,1,0,0,20,17,2,0,1,0,0,0,0,0,0,0,0,0,140
2010-03-18,581,26,50,29,201,17.888888889,4.9,0,9.1666666667,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,7,0,21.277777778,"Spring",0,1,0,0,17,18,2,0,1,0,0,0,0,0,0,0,0,0,83.3
2010-03-19,588,27,76,27,218,15,6,0,10.777777778,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,4.9,0,17.888888889,"Spring",0,1,0,0,15,19,2,0,1,0,0,0,0,0,0,0,0,0,90
2010-03-20,637,35,70,34,237,15.833333333,5.6,0,10.333333333,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,6,0,15,"Spring",0,1,0,0,15,20,2,0,1,0,0,0,0,0,0,0,0,0,84
2010-03-21,531,29,63,27,215,13.666666667,3.8,0,10.444444444,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,5.6,0,15.833333333,"Spring",0,1,0,0,13,21,3,0,0,1,0,0,0,0,1,0,0,0,49.4
2010-03-22,561,36,43,24,196,14.333333333,4.7,0,9.7777777778,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,3.8,0,13.666666667,"Spring",0,1,0,0,14,22,3,0,0,1,0,0,0,0,0,0,0,0,65.8
2010-03-23,622,24,55,31,218,14.944444444,7.6,0,9.2222222222,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,4.7,0,14.333333333,"Spring",0,1,0,0,14,23,3,0,0,1,0,0,0,0,0,0,0,0,106.4
2010-03-24,571,19,41,36,173,15.5,5.8,0,10.166666667,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,7.6,0,14.944444444,"Spring",0,1,0,0,15,24,3,0,0,1,0,0,0,0,0,0,0,0,87
2010-03-25,563,26,51,35,190,13.888888889,5.3,0,9,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.8,0,15.5,"Spring",0,1,0,0,13,25,3,0,0,1,0,0,0,0,0,0,0,0,68.9
2010-03-26,629,15,76,26,214,14.833333333,7.3,0,6.7222222222,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,5.3,0,13.888888889,"Spring",0,1,0,0,14,26,3,0,0,1,0,0,0,0,0,0,0,0,102.2
2010-03-27,562,30,70,26,232,17.5,6.7,0,4.7222222222,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,7.3,0,14.833333333,"Spring",0,1,0,0,16,27,3,0,0,1,0,0,0,0,0,0,0,0,107.2
2010-03-28,621,38,48,36,251,20.111111111,5.7,0,-2.666666667,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,6.7,0,17.5,"Spring",0,1,0,0,19,28,3,0,0,1,0,0,0,0,0,0,0,0,108.3
2010-03-29,600,22,51,38,188,18.111111111,6.7,0,3.8888888889,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.7,0,20.111111111,"Spring",0,1,0,0,17,29,3,0,0,1,0,0,0,0,0,0,0,0,113.9
2010-03-30,588,30,68,28,209,15.5,8,0,10.222222222,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.7,0,18.111111111,"Spring",0,1,0,0,15,30,3,0,0,1,0,0,0,0,0,0,0,0,120
2010-03-31,496,19,45,29,147,14.444444444,9.9,0,7.8888888889,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,8,0,15.5,"Spring",0,1,0,0,14,31,3,0,0,1,0,0,0,0,0,0,0,0,138.6
2010-04-01,829,12,59,31,183,12.333333333,11.3,0,4.0555555556,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,9.9,0,14.444444444,"Spring",0,1,0,0,11,1,1,1,0,0,1,0,1,0,0,0,0,0,124.3
2010-04-02,562,28,61,37,184,13.111111111,7.5,0,6.3333333333,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,11.3,0,12.333333333,"Spring",0,1,0,0,12,2,1,1,0,0,0,0,0,0,0,1,0,0,90
2010-04-03,560,34,61,37,195,13.722222222,7.5,0,8.1666666667,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,7.5,0,13.111111111,"Spring",0,1,0,0,13,3,1,1,0,0,0,0,0,0,0,0,0,0,97.5
2010-04-04,535,42,56,24,223,13.444444444,6.7,0,7.1666666667,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,7.5,0,13.722222222,"Spring",0,1,0,0,13,4,1,1,0,0,0,0,0,0,0,0,0,0,87.1
2010-04-05,543,15,51,20,154,13.611111111,11.2,0.08,8.6111111111,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.7,0,13.444444444,"Spring",0,1,0,0,13,5,1,1,0,0,0,0,0,0,0,0,1,11.2,145.6
2010-04-06,567,27,50,21,181,14.277777778,7.8,0.16,4.2777777778,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,11.2,0.08,13.611111111,"Spring",0,1,0,0,13,6,1,1,0,0,0,0,0,0,0,0,1,7.8,101.4
2010-04-07,575,17,57,17,193,17.222222222,5.1,0,2.9444444444,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,7.8,0.16,14.277777778,"Spring",0,1,0,0,16,7,1,1,0,0,0,0,0,0,0,0,0,0,81.6
2010-04-08,558,15,62,29,203,19.166666667,5.7,0,2,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.1,0,17.222222222,"Spring",0,1,0,0,18,8,1,1,0,0,0,0,0,0,0,0,0,0,102.6
2010-04-09,646,19,63,29,196,16.555555556,5.6,0,10.055555556,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,5.7,0,19.166666667,"Spring",0,1,0,0,16,9,1,1,0,0,0,0,0,0,0,0,0,0,89.6
2010-04-10,611,33,62,29,224,14.333333333,6.3,0,7.1111111111,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,5.6,0,16.555555556,"Spring",0,1,0,0,13,10,1,1,0,0,0,0,0,0,0,0,0,0,81.9
2010-04-11,535,30,65,37,214,14.722222222,6.8,0,5.8333333333,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,6.3,0,14.333333333,"Spring",0,1,0,0,14,11,2,0,1,0,0,0,0,0,0,0,0,0,95.2
2010-04-12,576,17,58,31,177,13.944444444,9.3,0.77,8.6111111111,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.8,0,14.722222222,"Spring",0,1,0,0,13,12,2,0,1,0,0,0,0,0,0,0,1,9.3,120.9
2010-04-13,561,24,65,41,195,13.222222222,8.9,0.21,6.0555555556,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,9.3,0.77,13.944444444,"Spring",0,1,0,0,12,13,2,0,1,0,0,0,0,0,0,0,1,8.9,106.8
2010-04-14,585,27,61,36,183,13.888888889,6.1,0,8.2777777778,"Wednesday",1,0,0,0,0,0,0,0,0,"2010",0,0,8.9,0.21,13.222222222,"Spring",0,1,0,0,13,14,2,0,1,0,0,0,0,0,0,0,0,0,79.3
2010-04-15,622,22,53,24,188,14.888888889,6,0,9.7222222222,"Thursday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.1,0,13.888888889,"Spring",0,1,0,0,14,15,2,0,1,0,2,0,0,1,0,0,0,0,84
2010-04-16,638,26,60,36,206,14.944444444,6.4,0,10,"Friday",1,0,0,0,0,0,0,0,0,"2010",0,1,6,0,14.888888889,"Spring",0,1,0,0,14,16,2,0,1,0,0,0,0,0,0,0,0,0,89.6
2010-04-17,600,32,78,30,236,15.555555556,5.5,0,9.8888888889,"Saturday",1,0,0,0,0,0,0,0,0,"2010",1,0,6.4,0,14.944444444,"Spring",0,1,0,0,15,17,2,0,1,0,0,0,0,0,0,0,0,0,82.5
2010-04-18,557,29,60,33,229,15.666666667,5.7,0,11.666666667,"Sunday",1,0,0,0,0,0,0,0,0,"2010",1,0,5.5,0,15.555555556,"Spring",0,1,0,0,15,18,2,0,1,0,0,0,0,0,1,0,0,0,85.5
2010-04-19,580,26,57,42,196,16,6.4,0,11,"Monday",1,0,0,0,0,0,0,0,0,"2010",0,0,5.7,0,15.666666667,"Spring",0,1,0,0,16,19,2,0,1,0,0,0,0,0,0,0,0,0,102.4
2010-04-20,598,33,44,21,206,15.277777778,7.5,0,11.111111111,"Tuesday",1,0,0,0,0,0,0,0,0,"2010",0,0,6.4,0,16,"Spring",0,1,0,0,15,20,2,0,1,0,0,0,0,0,1,0,0,0,112.5
